Id,Name,Position,Year,School,RASScore,AllTimeScore
6436,Derrick Wilson,CB,2023,Houston Christian,2.43,2.43
6437,Isaiah Esdale,WR,2023,Rice,2.43,2.43
6438,Trey Schuman,DE,2023,Rice,5.23,5.23
6439,Quent Titre,DT,2023,Rice,0.46,0.46
6440,Uriah West,FB,2023,Rice,5.65,5.65
6441,Jaylin Parnell,LB,2023,Western Oregon,0.08,0.08
6442,Gemon Green,CB,2023,Michigan,6.64,6.64
6443,Carter Selzer,TE,2023,Michigan,2.17,2.17
6444,Amadou Fofana,DE,2023,Coastal Carolina,0,0
6445,Xavier Gravette,TE,2023,Coastal Carolina,0.07,0.07
6446,Antwine Loper,OG,2023,Coastal Carolina,4.26,4.26
6447,Tyler Roberts,WR,2023,Coastal Carolina,5.7,5.7
6448,Beau Branyan,OG,2023,Southern Illinois,6.05,6.05
6449,Makel Calhoun,LB,2023,Southern Illinois,3.04,3.04
6450,Geroge Douglas,LB,2023,Southern Illinois,2.55,2.55
6451,Antonio Fletcher,SS,2023,Southern Illinois,1.53,1.53
6452,Chris Harris Jr.,LB,2023,Southern Illinois,4.34,4.34
6453,Bryce Miller,WR,2023,Southern Illinois,3.25,3.25
6454,Nick Okeke,LB,2023,Southern Illinois,7.24,7.24
6455,Javon Williams,FB,2023,Southern Illinois,6.88,6.88
6456,Azizi Hearn,FS,2023,UCLA,9.31,9.31
6457,Nick Anderson,LB,2023,Tulane,7.41,7.41
6458,Bryce Bouwens,LS,2023,Western Michigan,0,0
6459,Warren Dabney,DT,2023,Western Michigan,2.29,2.29
6460,Dylan Deatherage,OG,2023,Western Michigan,9.45,9.45
6461,Austin Hence,TE,2023,Western Michigan,6.15,6.15
6462,LaDarius Jefferson,FB,2023,Western Michigan,1.92,1.92
6463,Thiago Kapps,PK,2023,Western Michigan,6.58,6.58
6464,Nick Mihalic,PK,2023,Western Michigan,0,0
6465,Gio Vonne Sanders,SS,2023,Western Michigan,1.79,1.79
6466,Delano Ware,SS,2023,Western Michigan,2.61,2.61
6467,Jevin Frett,WR,2023,Louisiana Monroe,2.1,2.1
6468,Fred Lloyd Jr.,WR,2023,Louisiana Monroe,1.23,1.23
6469,Zach Rasmussen,FB,2023,Louisiana Monroe,3.93,3.93
6470,Caleb Thomas,DT,2023,Louisiana Monroe,8.15,8.15
6471,Anthony McAfee II,RB,2023,Limestone,2.55,2.55
6472,Warren ericson,OC,2023,Georgia,3.09,3.09
6473,William Poole,CB,2023,Georgia,3.69,3.69
6474,Andrew Clair,RB,2023,Northwestern,8.36,8.36
6475,Wendell Davis Jr.,LB,2023,Northwestern,2,2
6476,Taishan Holmes,DT,2023,Northwestern,0.83,0.83
6477,Donovan Navarro III,WR,2023,Northwestern,3.56,3.56
6478,Jamar Montgomery,DE,2023,Colorado,3.36,3.36
6479,Robert Barnes,LB,2023,Colorado,0,0
6480,Josh Chandler-Semedo,LB,2023,Colorado,1.68,1.68
6481,Isaiah Lewis,SS,2023,Colorado,3.67,3.67
6482,Bo Calvert,LB,2023,UCLA,3.71,3.71
6483,Mo Osling III,FS,2023,UCLA,6,6
6484,Jaiden Cole,SS,2023,Louisiana Tech,0.4,0.4
6485,Joshua Mote,OG,2023,Louisiana Tech,7.65,7.65
6486,Praise Okorie,WR,2023,Louisiana Tech,0.3,0.3
6487,Marquallius Turner Jr.,FS,2023,Louisiana Tech,0.64,0.64
6488,Bee Jay Williamson,SS,2023,Louisiana Tech,3.81,3.81
6489,Chuck Filiaga,OG,2023,Minnesota,7.89,7.89
6490,Axel Ruschmeyer,OG,2023,Minnesota,2.12,2.12
6491,Mariano Sori-Marin,LB,2023,Minnesota,7.33,7.33
6492,Maurice Bellan,RB,2023,Army,0.22,0.22
6493,Kwabena Bonsu,DT,2023,Army,2.74,2.74
6494,Marquel Broughton,SS,2023,Army,1.13,1.13
6495,Matt Armendariz,OC,2023,Colorado Mines,1.02,1.02
6496,Josh Johnston,WR,2023,Colorado Mines,7.75,7.75
6497,Mason Pierce,CB,2023,Colorado Mines,5.93,5.93
6498,Haaziq Daniels,QB,2023,Air Force,7.61,7.61
6499,Brad Roberts,RB,2023,Air Force,3.98,3.98
6500,Dante Smith,LB,2023,Arizona,1.28,1.28
6501,Matt Weimann,OC,2023,Saint Thomas,7.27,7.27
6502,Alijah McGhee,SS,2023,Minnesota State,8.86,8.86
6503,Jalen Sample,WR,2023,Minnesota State,5.03,5.03
6504,Zach Ojile,FB,2023,Minnesota Duluth,4.15,4.15
6505,Armani Carmickle,WR,2023,Minnesota Duluth,3.9,3.9
6506,Adam Gay,DT,2023,New Mexico,7.18,7.18
6507,Reco Hannah,LB,2023,New Mexico,4.36,4.36
6508,Justin Harris,DE,2023,New Mexico,1.68,1.68
6509,Isaiah Perez,LS,2023,New Mexico,3.95,3.95
6510,Raymond James,WR,2023,Kent State,0.04,0.04
6511,Kris Leach,TE,2023,Kent State,6.35,6.35
6512,Saivon Taylor-Davis,LB,2023,Kent State,3.42,3.42
6513,Zayn West,DE,2023,Kent State,0.38,0.38
6514,Carlton Aiken,QB,2023,Pace,3.67,3.67
6515,Pat Bartlett,OG,2023,Georgia State,0.14,0.14
6516,Jacorey Crawford,SS,2023,Georgia State,4.37,4.37
6517,Tucker Gregg,FB,2023,Georgia State,1.28,1.28
6518,Malik Sumter,OC,2023,Georgia State,2.71,2.71
6519,Quavian White,CB,2023,Georgia State,5.28,5.28
6520,Jamyest Williams,RB,2023,Georgia State,1.73,1.73
6521,Andre Landry,DT,2023,Louisiana,1.75,1.75
6522,Kris Moncreif,LB,2023,Louisiana,4.43,4.43
6523,JaQuane Nelson,DT,2023,Louisiana,2.38,2.38
6524,Jordan Quibodeaux,LB,2023,Louisiana,2.15,2.15
6525,John Stephens Jr.,TE,2023,Louisiana,9.13,9.13
6526,Jayrin Wilson,CB,2023,Louisiana,2.25,2.25
6527,Taylor Powell,QB,2023,Eastern Michigan,0.91,0.91
6528,Gunnar Oakes,TE,2023,Eastern Michigan,6.07,6.07
6529,Dylan Drummond,WR,2023,Eastern Michigan,3.67,3.67
6530,Jordan Crawford,DT,2023,Eastern Michigan,0.06,0.06
6531,Hassan Beydoun,WR,2023,Eastern Michigan,0.65,0.65
6532,Brandon Benson,SS,2023,Eastern Michigan,0.34,0.34
6533,Richard Bates Jr.,OG,2023,Eastern Michigan,4.65,4.65
6534,Jordan Byrd,RB,2023,San Diego State,3.56,3.56
6535,Seyddrick Lakalaka,LB,2023,San Diego State,1.75,1.75
6536,Tyrell Shavers,WR,2023,San Diego State,4.36,4.36
6537,Kendall Brooks,SS,2023,Michigan State,8.34,8.34
6538,Matt Carrick,OG,2023,Michigan State,3.36,3.36
6539,Xavier Henderson,SS,2023,Michigan State,5.68,5.68
6540,Javion Caldwell,OT,2023,Grand View,4.25,4.25
6541,Turner Pullen,QB,2023,McKendree,8.65,8.65
6542,Toriano Clinton,RB,2023,Indianapolis,0,0
6543,Marouf Hamade,OG,2023,Ferris State,3.46,3.46
6544,Jaylen Schleicher,TE,2023,Winona State,0,0
6545,Zavier Barnes,LB,2023,Roosevelt,0,0
6546,Malaki Malaki,LB,2023,Utah Tech,2.3,2.3
6547,Darius Nash,SS,2023,Utah Tech,4.74,4.74
6548,Keijin Smith-Bejgrowicz,LB,2023,Utah Tech,0.79,0.79
6549,Colby Williams,FS,2023,Utah Tech,6.05,6.05
6550,Lawrence Asiedu,CB,2023,Grambling State,0.64,0.64
6551,Noah Bean,FB,2023,Grambling State,0.43,0.43
6552,Joshua Reed,LB,2023,Grambling State,0.94,0.94
6553,Myron Stewart,CB,2023,Grambling State,2.52,2.52
6554,Elijah Reed,OG,2023,Colorado State Pueblo,7.27,7.27
6555,Daquon Bailey-Brown,WR,2023,West Florida,0.03,0.03
6556,David Durden,WR,2023,West Florida,9.6,9.6
6557,Kevin Johnson,LB,2023,West Florida,2.4,2.4
6558,Shannon Showers,SS,2023,West Florida,3.47,3.47
6559,Kee Whetzel,LB,2023,West Florida,0.81,0.81
6560,Maverick Wolfley,FB,2023,West Florida,2.33,2.33
6561,Dallas Nixon,WR,2023,Central Michigan,5.97,5.97
6562,Jeremy Saddler,OG,2023,Central Michigan,1.51,1.51
6563,John Wesley Whiteside,DT,2023,Central Michigan,0.44,0.44
6564,Tanner McCalister,FS,2023,Ohio State,8.28,8.28
6565,Mitch Rossi,TE,2023,Ohio State,0.53,0.53
6566,Armani Johnson,CB,2023,Southern Methodist,1.67,1.67
6567,Ben Redding,TE,2023,Southern Methodist,2.26,2.26
6568,Shanon Reid,LB,2023,Southern Methodist,4.81,4.81
6569,Nick Roberts,FS,2023,Southern Methodist,2.11,2.11
6570,Isaac Slade-Matautia,LB,2023,Southern Methodist,5.61,5.61
6571,Austin Upshaw,WR,2023,Southern Methodist,0.52,0.52
6572,Gary Wiley,DE,2023,Southern Methodist,0.28,0.28
6573,Morris Joseph Jr.,DT,2023,Auburn,6.44,6.44
6574,Rani Abdulaziz,CB,2023,Rutgers,0.7,0.7
6575,David Onyemem,LB,2023,New Haven,4.45,4.45
6576,Aron Cruickshank,WR,2023,Rutgers,6.64,6.64
6577,Parker Day,RB,2023,Rutgers,5.28,5.28
6578,Shameen Jones,WR,2023,Rutgers,2.23,2.23
6579,Keenan Reid,FS,2023,Rutgers,6.35,6.35
6580,Ed Rogowski,LS,2023,Rutgers,0.61,0.61
6581,Sean Ryan,WR,2023,Rutgers,7.55,7.55
6582,Terrell Bynum,WR,2023,Southern California,5.11,5.11
6583,Micah Croom,FS,2023,Southern California,1.98,1.98
6584,Josh Falo,TE,2023,Southern California,5.04,5.04
6585,Bobby Haskins,OG,2023,Southern California,5.51,5.51
6586,Brandon Outlaw,RB,2023,Southern California,0.56,0.56
6587,Brandon Pili,DT,2023,Southern California,3.59,3.59
6588,Ezrah Archie,WR,2023,Georgia Southern,1.11,1.11
6589,Justin Birdsong,FS,2023,Georgia Southern,0.23,0.23
6590,Danny Corbett,OG,2023,Georgia Southern,5.24,5.24
6591,Justin Ellis,LB,2023,Georgia Southern,2.58,2.58
6592,Wylan Free,FS,2023,Georgia Southern,1.05,1.05
6593,NaJee Thompson,CB,2023,Georgia Southern,1.59,1.59
6594,Kyle Vantrease,QB,2023,Georgia Southern,4.92,4.92
6595,Quin Williams,DE,2023,Georgia Southern,1.34,1.34
6596,Ethan Bonner,FS,2023,Stanford,9.24,9.24
6597,Caleb Cantrell,LS,2023,UTSA,8.23,8.23
6598,Dru Prox,LB,2023,UTSA,3.77,3.77
6599,Trevor Harmanson,LB,2023,UTSA,5.89,5.89
6600,Trelon Smith,RB,2023,UTSA,1.26,1.26
6601,Lamonte McDougle,DT,2023,UTSA,0.85,0.85
6602,Will Boler,SS,2023,Alabama Birmingham,3.44,3.44
6603,Devodric Bynum,CB,2023,Alabama Birmingham,6.59,6.59
6604,CD Daniels,CB,2023,Alabama Birmingham,0.14,0.14
6605,Reynard Ellis,LB,2023,Alabama Birmingham,2.65,2.65
6606,Isaiah Forte,DT,2023,Alabama Birmingham,0.1,0.1
6607,Kyle Harrell,LB,2023,Alabama Birmingham,5.91,5.91
6608,Tyler Taylor,LB,2023,Alabama Birmingham,2.85,2.85
6609,Matthew Trehern,OG,2023,Alabama Birmingham,7.47,7.47
6610,Sidney Wells,OG,2023,Alabama Birmingham,0.25,0.25
6611,Noah Wilder,LB,2023,Alabama Birmingham,1.35,1.35
6612,Jake Guidone,OG,2023,Connecticut,8.92,8.92
6613,Ian Swenson,LB,2023,Connecticut,8.73,8.73
6614,Robert Burns,FB,2023,Connecticut,8.79,8.79
6615,Nick Whiteside,CB,2023,Saginaw Valley State,3.89,3.89
6616,Ivory Durham,RB,2023,Valdosta State,1.56,1.56
6617,Jamar Thompkins,RB,2023,Valdosta State,0.23,0.23
6618,Michael Campbell,CB,2023,Mercer,2.44,2.44
6619,Drake Starks,TE,2023,Mercer,1.26,1.26
6620,CJ Hayes,WR,2023,Syracuse,7.09,7.09
6621,Devaughn Cooper,WR,2023,Syracuse,1.28,1.28
6622,Aaron Bolinsky,LS,2023,Syracuse,5.58,5.58
6623,Travis Bell,DT,2023,Kennesaw State,8.26,8.26
6624,Chavis Marshall,WR,2023,Kennesaw State,3.5,3.5
6625,Desmond Scott,DT,2023,Kennesaw State,1.27,1.27
6626,Armand Childs,CB,2023,Siena Heights,0.56,0.56
6627,Kole Murlin,LB,2023,Siena Heights,4.88,4.88
6628,Mohamad Amen,LS,2023,Ferris State,10,10
6629,Marvin Campbell,RB,2023,Ferris State,3.28,3.28
6630,Evan Cummins,QB,2023,Ferris State,4.53,4.53
6631,Jordan Jones,DT,2023,Ferris State,2.99,2.99
6632,Cyntell Williams,CB,2023,Ferris State,4.4,4.4
6633,Ulonzo Gilliam Jr.,RB,2023,Cal-Davis,2.37,2.37
6634,Connor Pettek,OC,2023,Cal-Davis,1.09,1.09
6635,Justin Poerio,WR,2023,Cal-Davis,1.95,1.95
6636,Jaylin White,CB,2023,Cal-Davis,3.11,3.11
6637,Cameron Coleman,DT,2023,Furman,0.05,0.05
6638,Justin Ademilola,DE,2023,Notre Dame,2.21,2.21
6639,Jafar Armstrong,WR,2023,Western Illinois,4.11,4.11
6640,Tariq Bracy,CB,2023,Notre Dame,2.96,2.96
6641,Dante Hendrix,WR,2023,Indiana State,2.54,2.54
6642,Chris Smith,DT,2023,Notre Dame,8.46,8.46
6643,Avery Davis,WR,2023,Notre Dame,1.93,1.93
6644,Gunner Romney,WR,2023,Brigham Young,2.03,2.03
6645,Lorenzo Fauatea,DT,2023,Brigham Young,0.2,0.2
6646,Houston Heimuli,FB,2023,Brigham Young,2.61,2.61
6647,D'Angelo Mandell,CB,2023,Brigham Young,2.67,2.67
6648,Joe Tukuafu,OG,2023,Brigham Young,7.72,7.72
6649,Payton Wilgar,LB,2023,Brigham Young,6.33,6.33
6650,Earl Tuioti-Mariner,DE,2023,Brigham Young,2.83,2.83
6651,Britton Hogan,LS,2023,Brigham Young,0,0
6652,Chris Jackson,WR,2023,Brigham Young,5.41,5.41
6653,Matthew Criddle,FS,2023,Brigham Young,6.68,6.68
6654,DeAndre Square,LB,2023,Kentucky,3.74,3.74
6655,Jordan Wright,LB,2023,Kentucky,4.91,4.91
6656,Barrett Banister,WR,2023,Missouri,0.5,0.5
6657,Kibet Chepyator,TE,2023,Missouri,5.97,5.97
6658,Martez Manuel,FS,2023,Missouri,6.8,6.8
6659,Quan Hampton,WR,2023,Northern Iowa,3.55,3.55
6660,Deion McShane,WR,2023,Northern Iowa,3.91,3.91
6661,Matthew Vanderslice,OG,2023,Northern Iowa,6.82,6.82
6662,Bryce Flater,LB,2023,Northern Iowa,0.67,0.67
6663,Damien Crumitie,FS,2023,Northern Iowa,1.07,1.07
6664,Korby Sander,SS,2023,Northern Iowa,3.28,3.28
6665,Jarret Doege,QB,2023,Troy,2.84,2.84
6666,RaJae Johnson,WR,2023,Troy,3.08,3.08
6667,Will Choloh,DT,2023,Troy,4.19,4.19
6668,KJ Robertson,LB,2023,Troy,0.23,0.23
6669,Rorrick Steward,LB,2023,Troy,0.48,0.48
6670,Zion Williams,CB,2023,Troy,0.84,0.84
6671,TJ Harris,FS,2023,Troy,0.49,0.49
6672,Craig Slocum,FS,2023,Troy,1.32,1.32
6673,Bryce Brand,LB,2023,Bowling Green,1.46,1.46
6674,C.J. Lewis,WR,2023,Bowling Green,9.07,9.07
6675,Matt McDonald,QB,2023,Bowling Green,1.78,1.78
6676,Terrance Greene Jr.,WR,2023,James Madison,4.39,4.39
6677,Sam Kidd,SS,2023,James Madison,4.46,4.46
6678,Drew Painter,TE,2023,James Madison,3.2,3.2
6679,Devin Ravenel,WR,2023,James Madison,6.32,6.32
6680,Jordan Swann,CB,2023,James Madison,4.24,4.24
6681,Kris Thornton,WR,2023,James Madison,7.23,7.23
6682,Noah Turner,TE,2023,James Madison,1.31,1.31
6683,Marquis Burks,DT,2023,Auburn,1.4,1.4
6684,Chancellor Brewington,FB,2023,Nebraska,8.44,8.44
6685,Omar Manning,WR,2023,Nebraska,1.52,1.52
6686,Oliver Martin,WR,2023,Nebraska,9.15,9.15
6687,Brandon Moore,CB,2023,Nebraska,0.73,0.73
6688,Cameron Pieper,LS,2023,Nebraska,2.38,2.38
6689,Caleb Tannor,LB,2023,Nebraska,4.51,4.51
6690,Brady Weas,LS,2023,Nebraska,9.59,9.59
6691,Allen Smith,RB,2023,Brown,7,7
6692,Tyrick James,FB,2023,Tulane,0.59,0.59
6693,Tylo Phillips,DT,2023,Tulane,4.89,4.89
6694,Will Wallace,TE,2023,Tulane,3.67,3.67
6695,Lummie Young IV,SS,2023,Tulane,1.43,1.43
6696,Kai Caesar,DT,2023,Ohio,4.1,4.1
6697,T.J. Green,RB,2023,Liberty,8.49,8.49
6698,Juwan Treadwell,SS,2023,Liberty,2.58,2.58
6699,Blake Haynes,OG,2023,Tarleton,8.58,8.58
6700,Kendall Dearth,OG,2023,Tarleton,3.3,3.3
6701,Donovan Banks,FS,2023,Tarleton,5.57,5.57
6702,Ty Van Fossen,LB,2023,Cincinnati,6.69,6.69
6703,James Tunstall,OT,2023,Cincinnati,6.85,6.85
6704,Jabari Taylor,DT,2023,Cincinnati,5.23,5.23
6705,Wilson Huber,LB,2023,Cincinnati,8.34,8.34
6706,Javon Hicks,FS,2023,Cincinnati,6.28,6.28
6707,Tommy Zosus,LS,2023,Connecticut,6.33,6.33
6708,Zack Sanders,CB,2023,Ohio,2.03,2.03
6709,Julian Ross,RB,2023,Ohio,1.19,1.19
6710,Alvin Floyd,SS,2023,Ohio,1.63,1.63
6711,Tariq Drake,FS,2023,Ohio,2.53,2.53
6712,Kyle Coale,PK,2023,Troy,2.94,2.94
6713,DaQuan Grimes,LB,2023,Monmouth,3.12,3.12
6714,T.J. Limehouse,SS,2023,Western Illinois,2.42,2.42
6715,Mason Laramie,PK,2023,Western Illinois,5.29,5.29
6716,Christian Trahan,FB,2023,Houston,0.36,0.36
6717,Jayce Rogers,CB,2023,Houston,2.93,2.93
6718,Ike Ogbogu,QB,2023,Houston,0,0
6719,Jamykal Neal,DT,2023,Houston,0.67,0.67
6720,Thabo Mwaniki,SS,2023,Houston,2.96,2.96
6721,Donovan Mutin,LB,2023,Houston,6,6
6722,Atlias Bell,DT,2023,Houston,5.06,5.06
6723,Jeremiah Miller,WR,2023,Stephen F. Austin,6.96,6.96
6724,Connor Blumrick,TE,2023,Virginia Tech,4.16,4.16
6725,Ty Eller,FB,2023,Virginia Tech,6.56,6.56
6726,Jaylen Griffin,DE,2023,Virginia Tech,3.19,3.19
6727,Brion Murray,CB,2023,Virginia Tech,1.57,1.57
6728,Uche Ndukwe,DT,2023,Princeton,6.17,6.17
6729,Matthew Jester,DE,2023,Princeton,9.33,9.33
6730,Henry Byrd,OT,2023,Princeton,9.09,9.09
6731,Carson Bobo,TE,2023,Princeton,6.91,6.91
6732,Adam Plant,DE,2023,UNLV,5.06,5.06
6733,Omni Wells,RB,2023,South Alabama,0.77,0.77
6734,Jamar Richardson,CB,2023,South Alabama,3.21,3.21
6735,Kyle Nunez,OG,2023,Stony Brook,0.94,0.94
6736,Khalil Newton,WR,2023,Stony Brook,3.34,3.34
6737,Reidgee Dimanche,LB,2023,Stony Brook,1.05,1.05
6738,Connor Degenhardt,QB,2023,New Haven,8.06,8.06
6739,Eric Black,DE,2023,Stony Brook,7.34,7.34
6740,Saeed Holt,FS,2023,Alabama A&M,1.68,1.68
6741,Thyrick Pitts,WR,2023,Delaware,8.7,8.7
6742,Davey Schaum-Bartocci,PK,2023,Rhode Island,2.89,2.89
6743,Henry Yianakopolos,LB,2023,Rhode Island,7.24,7.24
6744,Oneil Robinson,SS,2023,Rhode Island,4.13,4.13
6745,Marques DeShields,RB,2023,Rhode Island,0.53,0.53
6746,Deshaun Trotter,FS,2023,UTEP,1.7,1.7
6747,Blake Thompson,DT,2023,UTEP,0.38,0.38
6748,Jadrian Taylor,LB,2023,UTEP,7.43,7.43
6749,Tyreke James,FS,2023,UTEP,2.69,2.69
6750,Reynaldo Flores,WR,2023,UTEP,1.94,1.94
6751,Walter Dawn Jr.,WR,2023,UTEP,0.35,0.35
6752,Ronald Awatt,RB,2023,UTEP,6.25,6.25
6753,Anthony Watts,DT,2023,Marshall,0.25,0.25
6754,Isaiah Norman,SS,2023,Marshall,6.49,6.49
6755,Stackey Marshall,TE,2023,Marshall,1.15,1.15
6756,Jacob Kirkendoll,TE,2023,Marshall,2.49,2.49
6757,Charlie Gray,LB,2023,Marshall,0.84,0.84
6758,Henry Colombi,QB,2023,Marshall,0,0
6759,Esaias Carpenter,DT,2023,Marshall,3.28,3.28
6760,Damion Barber,DT,2023,Marshall,5.99,5.99
6761,Zach Appio,LS,2023,Marshall,2.52,2.52
6762,Hayden Huttula,OC,2023,Michigan Tech,4.72,4.72
6763,Cody Chrest,WR,2023,Sam Houston State,9.77,9.77
6764,Chris Coleman,WR,2023,Cal Poly,6.98,6.98
6765,Jaylon Thomas,OG,2023,Southern Methodist,8.48,8.48
6766,Jalen Ware,FS,2023,Temple,2.84,2.84
6767,Cameron Ruiz,CB,2023,Temple,2.39,2.39
6768,Adam Klein,OG,2023,Temple,3.76,3.76
6769,Jose Barbon,WR,2023,Temple,7.77,7.77
6770,Jay Shaw,CB,2023,Wisconsin,2.26,2.26
6771,Kurt Rafdal,TE,2023,Boise State,0.85,0.85
6772,Tyric Lebeauf,CB,2023,Boise State,2.69,2.69
6773,Ezekiel Noa,LB,2023,Boise State,4.06,4.06
6774,George Tarlas,DE,2023,Boise State,4.61,4.61
6775,Devin Obichere,DT,2023,Boise State,6.82,6.82
6776,Exroe Lee,LB,2023,West Virginia,3.64,3.64
6777,Wesley McCormick,FS,2023,West Virginia,5.47,5.47
6778,Khoury Bethley,FS,2023,Arizona State,3.8,3.8
6779,Timarcus Davis,CB,2023,Arizona State,7.76,7.76
6780,Charles Hall,WR,2023,Arizona State,8.51,8.51
6781,Des Holmes,OG,2023,Arizona State,0,0
6782,Chris Martinez,OG,2023,Arizona State,7.3,7.3
6783,B'Ahmad Miller,DT,2023,Arizona State,1.6,1.6
6784,TJ Pesefea,DT,2023,Arizona State,0.68,0.68
6785,Bryan Thompson,WR,2023,Arizona State,6.25,6.25
6786,Travez Moore,DE,2023,Arizona State,7.61,7.61
6787,Richard West,OT,2023,Texas State,2.8,2.8
6788,Dennis Robinson,WR,2023,Texas State,2,2
6789,Rontavius Groves,WR,2023,Texas State,3.14,3.14
6790,Nico Ezidore,DT,2023,Texas State,6.7,6.7
6791,Marcel Barbee,WR,2023,Texas State,3.9,3.9
6792,Javen Banks,WR,2023,Texas State,2.08,2.08
6793,Russell Baker,OG,2023,Texas State,2.02,2.02
6794,Marcus Valdez,DE,2023,Boston College,6.76,6.76
6795,Justin McGriff,WR,2023,Utah State,2.02,2.02
6796,Alfred Edwards,OT,2023,Utah State,6.87,6.87
6797,Chandler Dolphin,OC,2023,Utah State,2.37,2.37
6798,Gabe Reid,DE,2023,Utah,4.79,4.79
6799,R.J. Hubert,FS,2023,Utah,9.11,9.11
6800,Soloman Enis,WR,2023,Utah,7.26,7.26
6801,Jaylen Dixon,WR,2023,Utah,1.66,1.66
6802,Stone Azarcon,SS,2023,Utah,5.12,5.12
6803,Anthony Kendall,CB,2023,Baldwin Wallace,8.12,8.12
6804,Ajian Tyrell,SS,2023,Kentucky,3.29,3.29
6805,Jake Hoffman,LS,2023,Missouri,7.35,7.35
6806,Michael Kennedy,LB,2023,Northern Illinois,5.21,5.21
6807,Izayah Green-May,DE,2023,Northern Illinois,5.86,5.86
6808,Cameron Sullivan-Brown,WR,2023,Massachusetts,6.13,6.13
6809,Marcus Cushniue,DE,2023,Massachusetts,6.73,6.73
6810,Khory Spruill,RB,2023,Delaware,0.42,0.42
6811,Jake Reed,LS,2023,Delaware,1.02,1.02
6812,Justis Henley,CB,2023,Delaware,2.16,2.16
6813,Nolan Henderson,QB,2023,Delaware,7.11,7.11
6814,Artis Hemmingway,DE,2023,Delaware,0.89,0.89
6815,Johnny Buchanan,LB,2023,Delaware,7.3,7.3
6816,Naytron Culpepper,CB,2023,Alabama A&M,0.96,0.96
6817,Brandon Gaddy,DT,2023,Alabama State,0.8,0.8
6818,Jordan Nelson,DE,2023,Alabama State,2.41,2.41
6819,Markail Benton,LB,2023,Jacksonville State,0,0
6820,Yul Gowdy,CB,2023,Jacksonville State,0.45,0.45
6821,Matt Laroche,RB,2023,Jacksonville State,3.08,3.08
6822,Ye'Majesty Sanders,OT,2023,Jacksonville State,3.01,3.01
6823,Tay Tullis,LB,2023,Jacksonville State,1.66,1.66
6824,Lucious Stanley,RB,2023,Miami,0.59,0.59
6825,Jarius Grayson,CB,2023,Miles,0.13,0.13
6826,Terrell Bailey,CB,2023,North Alabama,0.32,0.32
6827,Carson Swan,TE,2023,North Alabama,4.58,4.58
6828,Tay Berry,DT,2023,Samford,1.21,1.21
6829,Nathan East,LB,2023,Samford,9.37,9.37
6830,Trey Elston,CB,2023,Samford,4.73,4.73
6831,Emmanuel Flowers,FS,2023,Samford,3.06,3.06
6832,Koi Freeman,SS,2023,Samford,3.03,3.03
6833,Hakeem Johnson,CB,2023,Samford,3.7,3.7
6834,Andrew Mims,LB,2023,Samford,1.64,1.64
6835,Gavin Orr,OG,2023,Samford,4.2,4.2
6836,Isaiah Richardson,FS,2023,Samford,0.66,0.66
6837,Taurean Taylor,RB,2023,Tuskegee,0.38,0.38
6838,Keishoen Jarrett,TE,2023,Virginia-Wise,4.57,4.57
6839,Demario Mays,CB,2023,West Alabama,1.81,1.81
6840,Delvin Salter,OT,2023,West Alabama,0.11,0.11
6841,Kordell Watts,OC,2023,West Alabama,0.14,0.14
6842,Wankeith Akin,CB,2023,Arkansas Pine-Bluff,1.94,1.94
6843,Stanleigh Bentley,CB,2023,Arkansas Tech,0.2,0.2
6844,Christofer Thompson,PK,2023,Arkansas Pine-Bluff,5.19,5.19
6845,Nijul Canada,FS,2023,Lane,4.02,4.02
6846,Isaiah Morris,CB,2023,Army,4,4
6847,Breaheam Murphy,RB,2023,Army,2.19,2.19
6848,Logan Bolin,WR,2023,Ashland,0.45,0.45
6849,Justin Moore,SS,2023,Ashland,4.5,4.5
6850,Jordan Mosely,FS,2023,Ashland,2.06,2.06
6851,Jourdan Swett,FS,2023,Ashland,2.43,2.43
6852,Cole Hissong,TE,2023,Wooster,0.15,0.15
6853,Yo'Heinz Tyler,WR,2023,Ball State,4.57,4.57
6854,A.J. Uzodinma,CB,2023,Ball State,3.6,3.6
6855,Justin Johnson,CB,2023,Indiana Wesleyan,1.13,1.13
6856,Byron Hanspard,FS,2023,Baylor,3.4,3.4
6857,Gavin Holmes,WR,2023,Baylor,7.38,7.38
6858,Mose Jeffery,OG,2023,Baylor,7.55,7.55
6859,Chidi Ogbonnaya,DT,2023,Baylor,5.17,5.17
6860,Jaxon Player,DT,2023,Baylor,6.17,6.17
6861,Brayden Utley,DT,2023,Baylor,4.58,4.58
6862,Brandon Moore,CB,2023,Bethel-TN,0.19,0.19
6863,Davius Prather,RB,2023,Bethel-TN,4.33,4.33
6864,Calen Warren,FS,2023,Bethel-TN,1.33,1.33
6865,Isaiah Hill,DT,2023,Bethel-TN,0.82,0.82
6866,D.J. James,SS,2023,Bethel-TN,0.17,0.17
6867,Cole Lyles,OG,2023,Bethel-TN,1.31,1.31
6868,Stavonski Wilkes,RB,2023,Bethel-TN,0.13,0.13
6869,Lavon White,WR,2023,Maine,6.31,6.31
6870,Austin Burton,QB,2023,Purdue,6.12,6.12
6871,Jakari Robinson,OC,2023,Bowling Green,2.07,2.07
6872,Christian Sims,TE,2023,Bowling Green,7.09,7.09
6873,D.J. Taylor,LB,2023,Bowling Green,3.3,3.3
